"Subject","Operation","LogonUserDisplayName","LastAccessed","DestFolderPathName","FolderPathName","ClientInfoString","ClientIPAddress","ClientMachineName","ClientProcessName","ClientVersion","LogonType","MailboxResolvedOwnerName","OperationResult","CrossMailboxOp"
"Ptc notes","Create","Seth Cox","2/2/2023 9:25:49 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Get 25% off Leader Credibility","Create","Seth Cox","2/2/2023 9:25:49 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Warrior Weekly December 11, 2022","Create","Seth Cox","2/2/2023 9:25:49 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"🎅 Ho, ho, ho—save more dough 💰","Create","Seth Cox","2/2/2023 9:25:49 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Top Deals to Complete Your Gift Giving!","Create","Seth Cox","2/2/2023 9:25:49 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Just for you: top teacher supplies!","Create","Seth Cox","2/2/2023 9:25:49 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"2023 Calendars & Planners starting at $5","Create","Seth Cox","2/2/2023 9:25:49 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"The Ultimate Teacher Gift Guide","Create","Seth Cox","2/2/2023 9:25:49 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Take these 3 actions today to help prevent fraud","Create","Seth Cox","2/2/2023 9:25:49 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Tips for preparing children for kindergarten","Create","Seth Cox","2/2/2023 9:25:49 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Invitation : Bhrayna Bags New Collection","Create","Seth Cox","2/2/2023 9:25:49 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"1000s of chairs on sale. Which one will you choose?","Create","Seth Cox","2/2/2023 9:25:49 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Very merry news: gifts under $50 🤩","Create","Seth Cox","2/2/2023 9:25:49 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"New & PERFECT for you","Create","Seth Cox","2/2/2023 9:25:49 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Take an EXTRA 20% off clearance","Create","Seth Cox","2/2/2023 9:25:49 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Samuel Najafy’s absence","Create","Seth Cox","2/2/2023 9:25:49 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Ed Stetzer, Andy Stanley, and Albert Tate on Church Unity in a Divided World","Create","Seth Cox","2/2/2023 9:25:49 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Abby & Olivia Acker","Create","Seth Cox","2/2/2023 9:25:49 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Nolan McLeish","Create","Seth Cox","2/2/2023 9:25:49 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Hit a gifting slump? Not us!","Create","Seth Cox","2/2/2023 9:25:41 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"📣💨 1-Day Only! Choose your $39.99 10-ream paper case","Create","Seth Cox","2/2/2023 9:25:40 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Inspired Gifting","Create","Seth Cox","2/2/2023 9:25:40 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Keep parents stress-free with our School Supply Kits","Create","Seth Cox","2/2/2023 9:25:40 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Webinar tomorrow - Keep up with the USPS now and in 2023","Create","Seth Cox","2/2/2023 9:25:40 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Holiday Newsletter","Create","Seth Cox","2/2/2023 9:25:40 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"HP 840 G5, i5 or i7, Windows 10 or 11","Create","Seth Cox","2/2/2023 9:25:40 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"January Lunch Order Form","Create","Seth Cox","2/2/2023 9:25:40 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Abby & Olivia Acker","Create","Seth Cox","2/2/2023 9:25:40 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"picking up the slack","Create","Seth Cox","2/2/2023 9:25:40 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Abby & Olivia Acker","Create","Seth Cox","2/2/2023 9:25:40 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"important company update 📢","Create","Seth Cox","2/2/2023 9:25:40 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Abby & Olivia Acker","Create","Seth Cox","2/2/2023 9:25:34 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"❄️Warm up to Winter with Hands-On Science!❄️","Create","Seth Cox","2/2/2023 9:25:30 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Your workspace can use some 🆕 furnishing","Create","Seth Cox","2/2/2023 9:25:30 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"FW: External:  Bee enrollment acknowledgment/receipt","Create","Seth Cox","2/2/2023 9:25:30 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"FW: External:  Bee enrollment acknowledgment/receipt","Create","Seth Cox","2/2/2023 9:25:30 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"FW: External:  Bee enrollment acknowledgment/receipt","Create","Seth Cox","2/2/2023 9:25:29 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Best wishes for a joyous holiday season!","Create","Seth Cox","2/2/2023 9:25:29 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"FW: External:  Bee enrollment acknowledgment/receipt","Create","Seth Cox","2/2/2023 9:25:29 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Jimmy","Create","Seth Cox","2/2/2023 9:25:29 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Jimmy","Create","Seth Cox","2/2/2023 9:25:29 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Jimmy","Create","Seth Cox","2/2/2023 9:25:29 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Camps Rock 2023 Summer Camp Marketing Kickoff Sale!","Create","Seth Cox","2/2/2023 9:25:29 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Gifts to Inspire Exploration!","Create","Seth Cox","2/2/2023 9:25:29 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Re: Warren Woods Christian School","Create","Seth Cox","2/2/2023 9:25:29 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Let Walmart Business help you get ready for the holidays","Create","Seth Cox","2/2/2023 9:25:29 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"We can’t pick just one","Create","Seth Cox","2/2/2023 9:25:29 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"We’ve updated our Privacy Policy","Create","Seth Cox","2/2/2023 9:25:29 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Time is running out to take 20% off clearance","Create","Seth Cox","2/2/2023 9:25:29 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Randazzo","Create","Seth Cox","2/2/2023 9:25:29 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Randazzo","Create","Seth Cox","2/2/2023 9:25:29 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Abby & Olivia Acker","Create","Seth Cox","2/2/2023 9:25:29 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Confirmed case of RSV","Create","Seth Cox","2/2/2023 9:25:29 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Confirmed case of RSV","Create","Seth Cox","2/2/2023 9:25:29 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"illness in 5th grade","Create","Seth Cox","2/2/2023 9:25:29 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Billy McCloud","Create","Seth Cox","2/2/2023 9:25:14 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"illness in 5th grade","Create","Seth Cox","2/2/2023 9:25:09 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"illness in 5th grade","Create","Seth Cox","2/2/2023 9:25:09 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Braylen Armstrong- Immunization Update","Create","Seth Cox","2/2/2023 9:25:09 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Braylen Armstrong- Immunization Update","Create","Seth Cox","2/2/2023 9:25:09 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Just for you: top teacher supplies!","Create","Seth Cox","2/2/2023 9:25:09 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Last-minute savings have landed 🎁","Create","Seth Cox","2/2/2023 9:25:09 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Save on JUST want they wanted 🎁","Create","Seth Cox","2/2/2023 9:25:09 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Automatic reply: Warrior Weekly December 16, 2022","Create","Seth Cox","2/2/2023 9:25:09 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"SUPERTANK! Save $120 on Espon EcoTank All-in-One Printer","Create","Seth Cox","2/2/2023 9:25:09 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Positive influenza and strep in 1st grade","Create","Seth Cox","2/2/2023 9:25:09 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Positive influenza and strep in 1st grade","Create","Seth Cox","2/2/2023 9:25:09 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Fwd: School email receipt: ""Two confirmed flu (influenza)""","Create","Seth Cox","2/2/2023 9:25:09 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Fwd: School email receipt: ""Two confirmed flu (influenza)""","Create","Seth Cox","2/2/2023 9:25:09 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Middle School Newsletter","Create","Seth Cox","2/2/2023 9:25:09 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Favorites list","Create","Seth Cox","2/2/2023 9:25:09 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Billy McCloud","Create","Seth Cox","2/2/2023 9:25:09 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Favorites list","Create","Seth Cox","2/2/2023 9:25:09 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Device Alert Notification : Printer requires attention : Print Cartridge is Empty (Black)","Create","Seth Cox","2/2/2023 9:25:04 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Kendall Randazzo","Create","Seth Cox","2/2/2023 9:24:59 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Kendall Randazzo","Create","Seth Cox","2/2/2023 9:24:59 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"January Hot Lunch Reminder","Create","Seth Cox","2/2/2023 9:24:59 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"January Hot Lunch Reminder","Create","Seth Cox","2/2/2023 9:24:59 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Nathan Ciaramitaro","Create","Seth Cox","2/2/2023 9:24:59 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Reminders","Create","Seth Cox","2/2/2023 9:24:59 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Reminders","Create","Seth Cox","2/2/2023 9:24:59 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Re: Reminders","Create","Seth Cox","2/2/2023 9:24:59 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Re: Reminders","Create","Seth Cox","2/2/2023 9:24:59 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Happy Holidays from Follett","Create","Seth Cox","2/2/2023 9:24:59 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Did You Wait to Shop? We Can Help!","Create","Seth Cox","2/2/2023 9:24:59 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Did You Wait to Shop? We Can Help!","Create","Seth Cox","2/2/2023 9:24:59 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Did You Wait to Shop? We Can Help!","Create","Seth Cox","2/2/2023 9:24:59 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Did You Wait to Shop? We Can Help!","Create","Seth Cox","2/2/2023 9:24:59 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"From our house to yours…","Create","Seth Cox","2/2/2023 9:24:59 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"From our house to yours…","Create","Seth Cox","2/2/2023 9:24:59 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"From our house to yours…","Create","Seth Cox","2/2/2023 9:24:59 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Device Alert Notification : Printer requires attention : Print Cartridge is Empty (Black)","Create","Seth Cox","2/2/2023 9:24:59 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Device Alert Notification : Printer requires attention : Print Cartridge is Empty (Black)","Create","Seth Cox","2/2/2023 9:24:59 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"From our house to yours…","Create","Seth Cox","2/2/2023 9:24:59 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Device Alert Notification : Printer requires attention : Print Cartridge is Empty (Black)","Create","Seth Cox","2/2/2023 9:24:59 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Device Alert Notification : Printer requires attention : Print Cartridge is Empty (Black)","Create","Seth Cox","2/2/2023 9:24:59 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Furniture that gets the most out of your space","Create","Seth Cox","2/2/2023 9:24:40 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Thank You for Your Payment to Gradelink Corporation","Create","Seth Cox","2/2/2023 9:24:40 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"PSST: We picked these just for you!","Create","Seth Cox","2/2/2023 9:24:40 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Thank You for Your Payment to Gradelink Corporation","Create","Seth Cox","2/2/2023 9:24:40 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Brodart BOOKSHELF: December 2022","Create","Seth Cox","2/2/2023 9:24:40 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Christmas greeting","Create","Seth Cox","2/2/2023 9:24:40 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Let's make your filing system flawless","Create","Seth Cox","2/2/2023 9:24:40 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Get-ahead tips","Create","Seth Cox","2/2/2023 9:24:40 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"motion to suppress","Create","Seth Cox","2/2/2023 9:24:30 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Get a taste of Italy 🍝","Create","Seth Cox","2/2/2023 9:24:30 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Your Available Balance","Create","Seth Cox","2/2/2023 9:24:30 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Your Available Balance","Create","Seth Cox","2/2/2023 9:24:30 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Your Available Balance","Create","Seth Cox","2/2/2023 9:24:30 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Get the Venmo Credit Card with no impact to your credit bureau score if declined","Create","Seth Cox","2/2/2023 9:24:30 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Get the Venmo Credit Card with no impact to your credit bureau score if declined","Create","Seth Cox","2/2/2023 9:24:30 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.15928.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
