"Subject","Operation","LogonUserDisplayName","LastAccessed","DestFolderPathName","FolderPathName","ClientInfoString","ClientIPAddress","ClientMachineName","ClientProcessName","ClientVersion","LogonType","MailboxResolvedOwnerName","OperationResult","CrossMailboxOp"
"Lucien - limit physical activities","Create","Seth Cox","2/4/2023 10:51:10 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Lucien - limit physical activities","Create","Seth Cox","2/4/2023 10:51:10 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"my actual opt-in newsletter stats vs. targeted outbound campaigns","Create","Seth Cox","2/4/2023 10:51:10 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Lucien - limit physical activities","Create","Seth Cox","2/4/2023 10:51:10 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Lucien - limit physical activities","Create","Seth Cox","2/4/2023 10:51:10 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Lucien - limit physical activities","Create","Seth Cox","2/4/2023 10:51:10 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Lucien - limit physical activities","Create","Seth Cox","2/4/2023 10:51:10 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Re: External:  Lucien - limit physical activities","Create","Seth Cox","2/4/2023 10:51:10 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Re: External:  Lucien - limit physical activities","Create","Seth Cox","2/4/2023 10:51:10 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Re: External:  Lucien - limit physical activities","Create","Seth Cox","2/4/2023 10:51:10 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Re: External:  Lucien - limit physical activities","Create","Seth Cox","2/4/2023 10:51:10 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Re: External:  Lucien - limit physical activities","Create","Seth Cox","2/4/2023 10:51:10 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Re: External:  Lucien - limit physical activities","Create","Seth Cox","2/4/2023 10:51:10 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Re: External:  Lucien - limit physical activities","Create","Seth Cox","2/4/2023 10:51:10 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"You won't believe this!! 😱","Create","Seth Cox","2/4/2023 10:51:10 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"You won't believe this!! 😱","Create","Seth Cox","2/4/2023 10:51:10 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"You won't believe this!! 😱","Create","Seth Cox","2/4/2023 10:51:10 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"You won't believe this!! 😱","Create","Seth Cox","2/4/2023 10:51:10 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"You won't believe this!! 😱","Create","Seth Cox","2/4/2023 10:51:10 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"You won't believe this!! 😱","Create","Seth Cox","2/4/2023 10:51:10 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"You won't believe this!! 😱","Create","Seth Cox","2/4/2023 10:51:10 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"We did it together","Create","Seth Cox","2/4/2023 10:51:10 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"We did it together","Create","Seth Cox","2/4/2023 10:51:10 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"We did it together","Create","Seth Cox","2/4/2023 10:51:10 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"We did it together","Create","Seth Cox","2/4/2023 10:51:10 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"We did it together","Create","Seth Cox","2/4/2023 10:51:10 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"We did it together","Create","Seth Cox","2/4/2023 10:51:10 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"We did it together","Create","Seth Cox","2/4/2023 10:50:41 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"New Year, New You! Self-Care & Wellness Webinar","Create","Seth Cox","2/4/2023 10:50:41 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"New Year, New You! Self-Care & Wellness Webinar","Create","Seth Cox","2/4/2023 10:50:41 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"New Year, New You! Self-Care & Wellness Webinar","Create","Seth Cox","2/4/2023 10:50:41 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"New Year, New You! Self-Care & Wellness Webinar","Create","Seth Cox","2/4/2023 10:50:41 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"New Year, New You! Self-Care & Wellness Webinar","Create","Seth Cox","2/4/2023 10:50:41 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"New Year, New You! Self-Care & Wellness Webinar","Create","Seth Cox","2/4/2023 10:50:41 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"New Year, New You! Self-Care & Wellness Webinar","Create","Seth Cox","2/4/2023 10:50:41 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Winter Newsletter","Create","Seth Cox","2/4/2023 10:50:41 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Winter Newsletter","Create","Seth Cox","2/4/2023 10:50:41 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Winter Newsletter","Create","Seth Cox","2/4/2023 10:50:41 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Winter Newsletter","Create","Seth Cox","2/4/2023 10:50:41 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Winter Newsletter","Create","Seth Cox","2/4/2023 10:50:11 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Winter Newsletter","Create","Seth Cox","2/4/2023 10:50:11 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Apple of the Month 🍎","Create","Seth Cox","2/4/2023 10:50:10 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Winter Newsletter","Create","Seth Cox","2/4/2023 10:50:10 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Apple of the Month 🍎","Create","Seth Cox","2/4/2023 10:50:10 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Apple of the Month 🍎","Create","Seth Cox","2/4/2023 10:50:10 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Apple of the Month 🍎","Create","Seth Cox","2/4/2023 10:50:10 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Apple of the Month 🍎","Create","Seth Cox","2/4/2023 10:49:44 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Apple of the Month 🍎","Create","Seth Cox","2/4/2023 10:49:44 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Apple of the Month 🍎","Create","Seth Cox","2/4/2023 10:49:44 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Up To 24% Off – Bestselling Basketball Medal","Create","Seth Cox","2/4/2023 10:49:44 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Up To 24% Off – Bestselling Basketball Medal","Create","Seth Cox","2/4/2023 10:49:44 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Up To 24% Off – Bestselling Basketball Medal","Create","Seth Cox","2/4/2023 10:49:44 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Up To 24% Off – Bestselling Basketball Medal","Create","Seth Cox","2/4/2023 10:49:44 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Up To 24% Off – Bestselling Basketball Medal","Create","Seth Cox","2/4/2023 10:49:44 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Up To 24% Off – Bestselling Basketball Medal","Create","Seth Cox","2/4/2023 10:49:44 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"USPS rates change on January 22 - are you prepared?","Create","Seth Cox","2/4/2023 10:49:44 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Up To 24% Off – Bestselling Basketball Medal","Create","Seth Cox","2/4/2023 10:49:44 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"USPS rates change on January 22 - are you prepared?","Create","Seth Cox","2/4/2023 10:49:44 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"USPS rates change on January 22 - are you prepared?","Create","Seth Cox","2/4/2023 10:49:44 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"USPS rates change on January 22 - are you prepared?","Create","Seth Cox","2/4/2023 10:49:44 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"USPS rates change on January 22 - are you prepared?","Create","Seth Cox","2/4/2023 10:49:44 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"HP Mini Deal","Create","Seth Cox","2/4/2023 10:49:44 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"HP Mini Deal","Create","Seth Cox","2/4/2023 10:49:44 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"USPS rates change on January 22 - are you prepared?","Create","Seth Cox","2/4/2023 10:49:44 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"USPS rates change on January 22 - are you prepared?","Create","Seth Cox","2/4/2023 10:49:44 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"HP Mini Deal","Create","Seth Cox","2/4/2023 10:49:44 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"HP Mini Deal","Create","Seth Cox","2/4/2023 10:49:44 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"HP Mini Deal","Create","Seth Cox","2/4/2023 10:49:44 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"HP Mini Deal","Create","Seth Cox","2/4/2023 10:49:44 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Here’s how to make 2023 your best year yet ✨","Create","Seth Cox","2/4/2023 10:49:44 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"HP Mini Deal","Create","Seth Cox","2/4/2023 10:49:44 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Here’s how to make 2023 your best year yet ✨","Create","Seth Cox","2/4/2023 10:49:44 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Here’s how to make 2023 your best year yet ✨","Create","Seth Cox","2/4/2023 10:49:44 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Here’s how to make 2023 your best year yet ✨","Create","Seth Cox","2/4/2023 10:49:44 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Here’s how to make 2023 your best year yet ✨","Create","Seth Cox","2/4/2023 10:49:44 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Here’s how to make 2023 your best year yet ✨","Create","Seth Cox","2/4/2023 10:49:44 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Here’s how to make 2023 your best year yet ✨","Create","Seth Cox","2/4/2023 10:49:44 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Camps Rock Summer Camp Marketing Kickoff Extended!!","Create","Seth Cox","2/4/2023 10:49:43 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Camps Rock Summer Camp Marketing Kickoff Extended!!","Create","Seth Cox","2/4/2023 10:49:43 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Camps Rock Summer Camp Marketing Kickoff Extended!!","Create","Seth Cox","2/4/2023 10:49:43 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Camps Rock Summer Camp Marketing Kickoff Extended!!","Create","Seth Cox","2/4/2023 10:49:43 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Camps Rock Summer Camp Marketing Kickoff Extended!!","Create","Seth Cox","2/4/2023 10:49:11 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Camps Rock Summer Camp Marketing Kickoff Extended!!","Create","Seth Cox","2/4/2023 10:49:11 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Fwd: New Log Book","Create","Seth Cox","2/4/2023 10:49:11 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Camps Rock Summer Camp Marketing Kickoff Extended!!","Create","Seth Cox","2/4/2023 10:49:11 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Fwd: New Log Book","Create","Seth Cox","2/4/2023 10:49:11 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Fwd: New Log Book","Create","Seth Cox","2/4/2023 10:49:11 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Fwd: New Log Book","Create","Seth Cox","2/4/2023 10:49:11 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Fwd: New Log Book","Create","Seth Cox","2/4/2023 10:49:11 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Fwd: New Log Book","Create","Seth Cox","2/4/2023 10:49:11 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Fwd: New Log Book","Create","Seth Cox","2/4/2023 10:49:11 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Make 2023 Your Best Year Yet!","Create","Seth Cox","2/4/2023 10:49:11 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Make 2023 Your Best Year Yet!","Create","Seth Cox","2/4/2023 10:49:11 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Make 2023 Your Best Year Yet!","Create","Seth Cox","2/4/2023 10:49:11 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Make 2023 Your Best Year Yet!","Create","Seth Cox","2/4/2023 10:49:11 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Make 2023 Your Best Year Yet!","Create","Seth Cox","2/4/2023 10:49:11 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Make 2023 Your Best Year Yet!","Create","Seth Cox","2/4/2023 10:49:11 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Make 2023 Your Best Year Yet!","Create","Seth Cox","2/4/2023 10:49:11 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Our New Year’s Resolution for 2023","Create","Seth Cox","2/4/2023 10:49:11 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Our New Year’s Resolution for 2023","Create","Seth Cox","2/4/2023 10:49:11 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Our New Year’s Resolution for 2023","Create","Seth Cox","2/4/2023 10:49:11 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Our New Year’s Resolution for 2023","Create","Seth Cox","2/4/2023 10:49:11 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Our New Year’s Resolution for 2023","Create","Seth Cox","2/4/2023 10:49:11 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Your Available Balance","Create","Seth Cox","2/4/2023 10:49:11 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Our New Year’s Resolution for 2023","Create","Seth Cox","2/4/2023 10:49:11 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Our New Year’s Resolution for 2023","Create","Seth Cox","2/4/2023 10:49:11 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Your Available Balance","Create","Seth Cox","2/4/2023 10:49:10 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Your Available Balance","Create","Seth Cox","2/4/2023 10:49:10 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Your Available Balance","Create","Seth Cox","2/4/2023 10:49:10 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Your Available Balance","Create","Seth Cox","2/4/2023 10:49:10 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
"Your Available Balance","Create","Seth Cox","2/4/2023 10:49:10 AM",,"\Inbox","Client=MSExchangeRPC","75.144.79.221",,"OUTLOOK.EXE","16.0.16026.20006","Delegate","Warren Woods Christian School Office","Succeeded","N/A"
